,,1,2,3,4,5,6,7,8,9,10
2024-03-29,KT,0.0921895006,0.2624839949,0.2131882202,0.1728553137,0.1235595391,0.0896286812,0.0307298335,0.0102432778,0.0051216389,0.0
2024-03-29,SSG,0.056978233,0.2061459667,0.1933418694,0.1901408451,0.1606914213,0.1241997439,0.0531370038,0.0121638924,0.0032010243,0.0
2024-03-29,NC,0.0576184379,0.1734955186,0.1837387964,0.1805377721,0.1850192061,0.128681178,0.0633802817,0.0204865557,0.0070422535,0.0
2024-03-29,두산,0.0281690141,0.138284251,0.166453265,0.1939820743,0.1741357234,0.1837387964,0.0774647887,0.0275288092,0.0083226633,0.0019206146
2024-03-29,KIA,0.0307298335,0.142765685,0.204865557,0.1850192061,0.1779769526,0.1536491677,0.0691421255,0.0256081946,0.0083226633,0.0019206146
2024-03-29,롯데,0.0006402049,0.0038412292,0.0198463508,0.0403329065,0.0889884763,0.1498079385,0.3130601793,0.2202304738,0.1216389245,0.0416133163
2024-03-29,삼성,0.0,0.0,0.0019206146,0.0057618438,0.0160051216,0.0435339309,0.1376440461,0.2355953905,0.2996158771,0.2599231754
2024-03-29,한화,0.0,0.0012804097,0.0051216389,0.0128040973,0.0268886044,0.0697823303,0.1888604353,0.2778489117,0.2580025608,0.1594110115
2024-03-29,키움,0.0,0.0,0.0,0.0006402049,0.0057618438,0.0185659411,0.0486555698,0.1478873239,0.271446863,0.5070422535
2024-03-30,LG,0.7220710627,0.1632122279,0.0642605634,0.0311299616,0.0139244558,0.00428137,0.0008402689,0.0002400768,4.00128e-05,0.0
2024-03-30,KT,0.0831866197,0.2310339309,0.214668694,0.1772567222,0.1429257362,0.0990316901,0.0370118438,0.0115637004,0.0028409091,0.0004801536
2024-03-30,SSG,0.0708626761,0.2130681818,0.2069462228,0.1804177337,0.1532890525,0.1129961588,0.0448543534,0.0130441741,0.0039212548,0.0006001921
2024-03-30,NC,0.0580985915,0.1819382202,0.1937820102,0.1916213188,0.1650928297,0.1300016005,0.0544974392,0.0185659411,0.0052416773,0.0011603713
2024-03-30,두산,0.040853073,0.1445662612,0.1720550576,0.1865797055,0.1882602433,0.1615717029,0.0700224072,0.0270086428,0.0076424456,0.0014404609
2024-03-30,KIA,0.0387724072,0.1339628681,0.1624119718,0.1841789373,0.1905409731,0.1734555058,0.075784251,0.0298895647,0.0092029449,0.0018005762
2024-03-30,롯데,0.0008802817,0.0078425096,0.0192861716,0.0365717029,0.0698223431,0.1458466709,0.2974951985,0.2231514085,0.1404049296,0.0586987836
2024-03-30,삼성,0.0,0.0003601152,0.0018806018,0.0062419974,0.0131642125,0.0395726633,0.1282010243,0.228353073,0.3151408451,0.2670854673
2024-03-30,한화,0.0001600512,0.0019206146,0.0056017926,0.015925096,0.0348511524,0.0805057618,0.2040653009,0.2842109475,0.2380361716,0.1347231114
2024-03-30,키움,0.0,8.00256e-05,0.0004801536,0.0014404609,0.0045214469,0.0182058259,0.0663012164,0.1436059539,0.2624839949,0.5028809219
2024-03-31,LG,0.6886203585,0.1734555058,0.0768645967,0.0359314981,0.0171254802,0.0064820743,0.0013204225,0.000200064,0.0,0.0
2024-03-31,KT,0.0766245198,0.1999439821,0.1995038412,0.1824983995,0.1606914213,0.1187580026,0.0430537772,0.0140444942,0.0043213828,0.0005601793
2024-03-31,SSG,0.087828105,0.228153009,0.202824904,0.1822183099,0.1457666453,0.1013924456,0.0379721511,0.0102432778,0.0031610115,0.0004401408
2024-03-31,NC,0.0751040333,0.1945822663,0.2069862356,0.1821382843,0.1627320743,0.113756402,0.0459747119,0.0143245839,0.003881242,0.0005201665
